Kind;Name;Type;Description
compute.v1.regionAutoscaler;autoscalingPolicy.customMetricUtilizations[];list;Configuration parameters of autoscaling based on a custom metric.
compute.v1.regionAutoscaler;autoscalingPolicy.customMetricUtilizations[].metric;string;The identifier of the Stackdriver Monitoring metric. The metric cannot have negative values and should be a utilization metric, which means that the number of virtual machines handling requests should increase or decrease proportionally to the metric. The metric must also have a label of compute.googleapis.com/resource_id with the value of the instance's unique ID, although this alone does not guarantee that the metric is valid. For example, the following is a valid metric: compute.googleapis.com/instance/network/received_bytes_count The following is not a valid metric because it does not increase or decrease based on usage: compute.googleapis.com/instance/cpu/reserved_cores
compute.v1.regionAutoscaler;autoscalingPolicy.customMetricUtilizations[].utilizationTarget;double;Target value of the metric which autoscaler should maintain. Must be a positive value.
compute.v1.regionAutoscaler;autoscalingPolicy.customMetricUtilizations[].utilizationTargetType;string;Defines how target utilization value is expressed for a Stackdriver Monitoring metric. Either GAUGE, DELTA_PER_SECOND, or DELTA_PER_MINUTE. If not specified, the default is GAUGE.
compute.v1.regionAutoscaler;autoscalingPolicy.loadBalancingUtilization;nested object;Configuration parameters of autoscaling based on load balancer.
compute.v1.regionAutoscaler;autoscalingPolicy.loadBalancingUtilization.utilizationTarget;double;Fraction of backend capacity utilization (set in HTTP(s) load balancing configuration) that autoscaler should maintain. Must be a positive float value. If not defined, the default is 0.8.
compute.v1.regionAutoscaler;autoscalingPolicy.maxNumReplicas;integer;The maximum number of instances that the autoscaler can scale up to. This is required when creating or updating an autoscaler. The maximum number of replicas should not be lower than minimal number of replicas.
compute.v1.regionAutoscaler;autoscalingPolicy.minNumReplicas;integer;The minimum number of replicas that the autoscaler can scale down to. This cannot be less than 0. If not provided, autoscaler will choose a default value depending on maximum number of instances allowed.
compute.v1.regionAutoscaler;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.regionAutoscaler;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.regionAutoscaler;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.regionAutoscaler;kind;string;[Output Only] Type of the resource. Always compute#autoscaler for autoscalers.
compute.v1.regionAutoscaler;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.regionAutoscaler;region;string;[Output Only] URL of the region where the instance group resides (for autoscalers living in regional scope).
compute.v1.regionAutoscaler;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.regionAutoscaler;target;string;URL of the managed instance group that this autoscaler will scale.
compute.v1.regionAutoscaler;zone;string;[Output Only] URL of the zone where the instance group resides (for autoscalers living in zonal scope).
compute.v1.regionBackendService;affinityCookieTtlSec;integer;Lifetime of cookies in seconds if session_affinity is GENERATED_COOKIE. If set to 0, the cookie is non-persistent and lasts only until the end of the browser session (or equivalent). The maximum allowed value for TTL is one day. When the load balancing scheme is INTERNAL, this field is not used.
compute.v1.regionBackendService;backends[];list;The list of backends that serve this BackendService.
compute.v1.regionBackendService;backends[].balancingMode;string;Specifies the balancing mode for this backend. For global HTTP(S) or TCP/SSL load balancing, the default is UTILIZATION. Valid values are UTILIZATION, RATE (for HTTP(S)) and CONNECTION (for TCP/SSL). This cannot be used for internal load balancing.
compute.v1.regionBackendService;backends[].capacityScaler;float;A multiplier applied to the group's maximum servicing capacity (based on UTILIZATION, RATE or CONNECTION). Default value is 1, which means the group will serve up to 100% of its configured capacity (depending on balancingMode). A setting of 0 means the group is completely drained, offering 0% of its available Capacity. Valid range is [0.0,1.0]. This cannot be used for internal load balancing.
compute.v1.regionBackendService;backends[].description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.regionBackendService;backends[].group;string;The fully-qualified URL of a zonal Instance Group resource. This instance group defines the list of instances that serve traffic. Member virtual machine instances from each instance group must live in the same zone as the instance group itself. No two backends in a backend service are allowed to use same Instance Group resource. Note that you must specify an Instance Group resource using the fully-qualified URL, rather than a partial URL. When the BackendService has load balancing scheme INTERNAL, the instance group must be in a zone within the same region as the BackendService.
compute.v1.regionBackendService;backends[].maxConnections;integer;The max number of simultaneous connections for the group. Can be used with either CONNECTION or UTILIZATION balancing modes. For CONNECTION mode, either maxConnections or maxConnectionsPerInstance must be set. This cannot be used for internal load balancing.
compute.v1.regionBackendService;backends[].maxConnectionsPerInstance;integer;The max number of simultaneous connections that a single backend instance can handle. This is used to calculate the capacity of the group. Can be used in either CONNECTION or UTILIZATION balancing modes. For CONNECTION mode, either maxConnections or maxConnectionsPerInstance must be set. This cannot be used for internal load balancing.
compute.v1.regionBackendService;backends[].maxRate;integer;The max requests per second (RPS) of the group. Can be used with either RATE or UTILIZATION balancing modes, but required if RATE mode. For RATE mode, either maxRate or maxRatePerInstance must be set. This cannot be used for internal load balancing.
compute.v1.regionBackendService;backends[].maxRatePerInstance;float;The max requests per second (RPS) that a single backend instance can handle.This is used to calculate the capacity of the group. Can be used in either balancing mode. For RATE mode, either maxRate or maxRatePerInstance must be set. This cannot be used for internal load balancing.
compute.v1.regionBackendService;backends[].maxUtilization;float;Used when balancingMode is UTILIZATION. This ratio defines the CPU utilization target for the group. The default is 0.8. Valid range is [0.0, 1.0]. This cannot be used for internal load balancing.
compute.v1.regionBackendService;connectionDraining;nested object;None
compute.v1.regionBackendService;connectionDraining.drainingTimeoutSec;integer;Time for which instance will be drained (not accept new connections, but still work to finish started).
compute.v1.regionBackendService;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.regionBackendService;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.regionBackendService;enableCDN;boolean;If true, enable Cloud CDN for this BackendService. When the load balancing scheme is INTERNAL, this field is not used.
compute.v1.regionBackendService;fingerprint;bytes;Fingerprint of this resource. A hash of the contents stored in this object. This field is used in optimistic locking. This field will be ignored when inserting a BackendService. An up-to-date fingerprint must be provided in order to update the BackendService.
compute.v1.regionBackendService;healthChecks[];list;The list of URLs to the HttpHealthCheck or HttpsHealthCheck resource for health checking this BackendService. Currently at most one health check can be specified, and a health check is required. For internal load balancing, a URL to a HealthCheck resource must be specified instead.
compute.v1.regionBackendService;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.regionBackendService;kind;string;[Output Only] Type of resource. Always compute#backendService for backend services.
compute.v1.regionBackendService;loadBalancingScheme;string;None
compute.v1.regionBackendService;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.regionBackendService;port;integer;Deprecated in favor of portName. The TCP port to connect on the backend. The default value is 80. This cannot be used for internal load balancing.
compute.v1.regionBackendService;portName;string;Name of backend port. The same name should appear in the instance groups referenced by this service. Required when the load balancing scheme is EXTERNAL. When the load balancing scheme is INTERNAL, this field is not used.
compute.v1.regionBackendService;protocol;string;The protocol this BackendService uses to communicate with backends. Possible values are HTTP, HTTPS, TCP, and SSL. The default is HTTP. For internal load balancing, the possible values are TCP and UDP, and the default is TCP.
compute.v1.regionBackendService;region;string;[Output Only] URL of the region where the regional backend service resides. This field is not applicable to global backend services.
compute.v1.regionBackendService;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.regionBackendService;sessionAffinity;string;Type of session affinity to use. The default is NONE. When the load balancing scheme is EXTERNAL, can be NONE, CLIENT_IP, or GENERATED_COOKIE. When the load balancing scheme is INTERNAL, can be NONE, CLIENT_IP, CLIENT_IP_PROTO, or CLIENT_IP_PORT_PROTO. When the protocol is UDP, this field is not used.
compute.v1.regionBackendService;timeoutSec;integer;How many seconds to wait for the backend before considering it a failed request. Default is 30 seconds.
compute.v1.regionInstanceGroup;creationTimestamp;string;[Output Only] The creation timestamp for this instance group in RFC3339 text format.
compute.v1.regionInstanceGroup;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.regionInstanceGroup;fingerprint;bytes;[Output Only] The fingerprint of the named ports. The system uses this fingerprint to detect conflicts when multiple users change the named ports concurrently.
compute.v1.regionInstanceGroup;id;unsigned long;[Output Only] A unique identifier for this instance group, generated by the server.
compute.v1.regionInstanceGroup;kind;string;[Output Only] The resource type, which is always compute#instanceGroup for instance groups.
compute.v1.regionInstanceGroup;name;string;The name of the instance group. The name must be 1-63 characters long, and comply with RFC1035.
compute.v1.regionInstanceGroup;namedPorts[];list;Assigns a name to a port number. For example: {name: "http", port: 80} This allows the system to reference ports by the assigned name instead of a port number. Named ports can also contain multiple ports. For example: [{name: "http", port: 80},{name: "http", port: 8080}] Named ports apply to all instances in this instance group.
compute.v1.regionInstanceGroup;namedPorts[].name;string;The name for this named port. The name must be 1-63 characters long, and comply with RFC1035.
compute.v1.regionInstanceGroup;namedPorts[].port;integer;The port number, which can be a value between 1 and 65535.
compute.v1.regionInstanceGroup;network;string;The URL of the network to which all instances in the instance group belong.
compute.v1.regionInstanceGroup;region;string;The URL of the region where the instance group is located (for regional resources).
compute.v1.regionInstanceGroup;selfLink;string;[Output Only] The URL for this instance group. The server generates this URL.
compute.v1.regionInstanceGroup;size;integer;[Output Only] The total number of instances in the instance group.
compute.v1.regionInstanceGroup;subnetwork;string;The URL of the subnetwork to which all instances in the instance group belong.
compute.v1.regionInstanceGroup;zone;string;[Output Only] The URL of the zone where the instance group is located (for zonal resources).
compute.v1.regionInstanceGroupManager;baseInstanceName;string;The base instance name to use for instances in this group. The value must be 1-58 characters long. Instances are named by appending a hyphen and a random four-character string to the base instance name. The base instance name must comply with RFC1035.
compute.v1.regionInstanceGroupManager;creationTimestamp;string;[Output Only] The creation timestamp for this managed instance group in RFC3339 text format.
compute.v1.regionInstanceGroupManager;currentActions;nested object;[Output Only] The list of instance actions and the number of instances in this managed instance group that are scheduled for each of those actions.
compute.v1.regionInstanceGroupManager;currentActions.abandoning;integer;[Output Only] The total number of instances in the managed instance group that are scheduled to be abandoned. Abandoning an instance removes it from the managed instance group without deleting it.
compute.v1.regionInstanceGroupManager;currentActions.creating;integer;[Output Only] The number of instances in the managed instance group that are scheduled to be created or are currently being created. If the group fails to create any of these instances, it tries again until it creates the instance successfully. If you have disabled creation retries, this field will not be populated; instead, the creatingWithoutRetries field will be populated.
compute.v1.regionInstanceGroupManager;currentActions.creatingWithoutRetries;integer;[Output Only] The number of instances that the managed instance group will attempt to create. The group attempts to create each instance only once. If the group fails to create any of these instances, it decreases the group's targetSize value accordingly.
compute.v1.regionInstanceGroupManager;currentActions.deleting;integer;[Output Only] The number of instances in the managed instance group that are scheduled to be deleted or are currently being deleted.
compute.v1.regionInstanceGroupManager;currentActions.none;integer;[Output Only] The number of instances in the managed instance group that are running and have no scheduled actions.
compute.v1.regionInstanceGroupManager;currentActions.recreating;integer;[Output Only] The number of instances in the managed instance group that are scheduled to be recreated or are currently being being recreated. Recreating an instance deletes the existing root persistent disk and creates a new disk from the image that is defined in the instance template.
compute.v1.regionInstanceGroupManager;currentActions.refreshing;integer;[Output Only] The number of instances in the managed instance group that are being reconfigured with properties that do not require a restart or a recreate action. For example, setting or removing target pools for the instance.
compute.v1.regionInstanceGroupManager;currentActions.restarting;integer;[Output Only] The number of instances in the managed instance group that are scheduled to be restarted or are currently being restarted.
compute.v1.regionInstanceGroupManager;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.regionInstanceGroupManager;fingerprint;bytes;[Output Only] The fingerprint of the resource data. You can use this optional field for optimistic locking when you update the resource.
compute.v1.regionInstanceGroupManager;id;unsigned long;[Output Only] A unique identifier for this resource type. The server generates this identifier.
compute.v1.regionInstanceGroupManager;instanceGroup;string;[Output Only] The URL of the Instance Group resource.
compute.v1.regionInstanceGroupManager;instanceTemplate;string;The URL of the instance template that is specified for this managed instance group. The group uses this template to create all new instances in the managed instance group.
compute.v1.regionInstanceGroupManager;kind;string;[Output Only] The resource type, which is always compute#instanceGroupManager for managed instance groups.
compute.v1.regionInstanceGroupManager;name;string;The name of the managed instance group. The name must be 1-63 characters long, and comply with RFC1035.
compute.v1.regionInstanceGroupManager;namedPorts[];list;Named ports configured for the Instance Groups complementary to this Instance Group Manager.
compute.v1.regionInstanceGroupManager;namedPorts[].name;string;The name for this named port. The name must be 1-63 characters long, and comply with RFC1035.
compute.v1.regionInstanceGroupManager;namedPorts[].port;integer;The port number, which can be a value between 1 and 65535.
compute.v1.regionInstanceGroupManager;region;string;[Output Only] The URL of the region where the managed instance group resides (for regional resources).
compute.v1.regionInstanceGroupManager;selfLink;string;[Output Only] The URL for this managed instance group. The server defines this URL.
compute.v1.regionInstanceGroupManager;targetPools[];list;The URLs for all TargetPool resources to which instances in the instanceGroup field are added. The target pools automatically apply to all of the instances in the managed instance group.
compute.v1.regionInstanceGroupManager;targetSize;integer;The target number of running instances for this managed instance group. Deleting or abandoning instances reduces this number. Resizing the group changes this number.
compute.v1.regionInstanceGroupManager;zone;string;[Output Only] The URL of the zone where the managed instance group is located (for zonal resources).
compute.v1.route;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.route;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.route;destRange;string;The destination range of outgoing packets that this route applies to. Only IPv4 is supported.
compute.v1.route;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.route;kind;string;[Output Only] Type of this resource. Always compute#routes for Route resources.
compute.v1.route;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.route;network;string;Fully-qualified URL of the network that this route applies to.
compute.v1.route;nextHopGateway;string;The URL to a gateway that should handle matching packets. You can only specify the internet gateway using a full or partial valid URL: projects/<project-id>/global/gateways/default-internet-gateway
compute.v1.route;nextHopInstance;string;The URL to an instance that should handle matching packets. You can specify this as a full or partial URL. For example: https://www.googleapis.com/compute/v1/projects/project/zones/zone/instances/
compute.v1.route;nextHopIp;string;The network IP address of an instance that should handle matching packets. Only IPv4 is supported.
compute.v1.route;nextHopNetwork;string;[Output Only] The URL of the local network if it should handle matching packets.
compute.v1.route;nextHopVpnTunnel;string;The URL to a VpnTunnel that should handle matching packets.
compute.v1.route;priority;unsigned integer;The priority of this route. Priority is used to break ties in cases where there is more than one matching route of equal prefix length. In the case of two routes with equal prefix length, the one with the lowest-numbered priority value wins. Default value is 1000. Valid range is 0 through 65535.
compute.v1.route;selfLink;string;[Output Only] Server-defined fully-qualified URL for this resource.
compute.v1.route;tags[];list;A list of instance tags to which this route applies.
compute.v1.route;warnings[];list;[Output Only] If potential misconfigurations are detected for this route, this field will be populated with warning messages.
compute.v1.route;warnings[].code;string;[Output Only] A warning code, if applicable. For example, Compute Engine returns NO_RESULTS_ON_PAGE if there are no results in the response.
compute.v1.route;warnings[].data[];list;[Output Only] Metadata about this warning in key: value format. For example: "data": [ { "key": "scope", "value": "zones/us-east1-d" }
compute.v1.route;warnings[].data[].key;string;[Output Only] A key that provides more detail on the warning being returned. For example, for warnings where there are no results in a list request for a particular zone, this key might be scope and the key value might be the zone name. Other examples might be a key indicating a deprecated resource and a suggested replacement, or a warning about invalid network settings (for example, if an instance attempts to perform IP forwarding but is not enabled for IP forwarding).
compute.v1.route;warnings[].data[].value;string;[Output Only] A warning data value corresponding to the key.
compute.v1.route;warnings[].message;string;[Output Only] A human-readable description of the warning code.
compute.v1.router;bgp;nested object;BGP information specific to this router.
compute.v1.router;bgp.asn;unsigned integer;Local BGP Autonomous System Number (ASN). Must be an RFC6996 private ASN, either 16-bit or 32-bit. The value will be fixed for this router resource. All VPN tunnels that link to this router will have the same local ASN.
compute.v1.router;bgpPeers[];list;BGP information that needs to be configured into the routing stack to establish the BGP peering. It must specify peer ASN and either interface name, IP, or peer IP. Please refer to RFC4273.
compute.v1.router;bgpPeers[].advertisedRoutePriority;unsigned integer;The priority of routes advertised to this BGP peer. In the case where there is more than one matching route of maximum length, the routes with lowest priority value win.
compute.v1.router;bgpPeers[].interfaceName;string;Name of the interface the BGP peer is associated with.
compute.v1.router;bgpPeers[].ipAddress;string;IP address of the interface inside Google Cloud Platform. Only IPv4 is supported.
compute.v1.router;bgpPeers[].name;string;Name of this BGP peer. The name must be 1-63 characters long and comply with RFC1035.
compute.v1.router;bgpPeers[].peerAsn;unsigned integer;Peer BGP Autonomous System Number (ASN). For VPN use case, this value can be different for every tunnel.
compute.v1.router;bgpPeers[].peerIpAddress;string;IP address of the BGP interface outside Google cloud. Only IPv4 is supported.
compute.v1.router;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.router;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.router;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.router;interfaces[];list;Router interfaces. Each interface requires either one linked resource (e.g. linkedVpnTunnel), or IP address and IP address range (e.g. ipRange), or both.
compute.v1.router;interfaces[].ipRange;string;IP address and range of the interface. The IP range must be in the RFC3927 link-local IP space. The value must be a CIDR-formatted string, for example: 169.254.0.1/30. NOTE: Do not truncate the address as it represents the IP address of the interface.
compute.v1.router;interfaces[].linkedVpnTunnel;string;URI of linked VPN tunnel. It must be in the same region as the router. Each interface can have at most one linked resource.
compute.v1.router;interfaces[].name;string;Name of this interface entry. The name must be 1-63 characters long and comply with RFC1035.
compute.v1.router;kind;string;[Output Only] Type of resource. Always compute#router for routers.
compute.v1.router;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.router;network;string;URI of the network to which this router belongs.
compute.v1.router;region;string;[Output Only] URI of the region where the router resides.
compute.v1.router;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.sslCertificate;certificate;string;A local certificate file. The certificate must be in PEM format. The certificate chain must be no greater than 5 certs long. The chain must include at least one intermediate cert.
compute.v1.sslCertificate;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.sslCertificate;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.sslCertificate;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.sslCertificate;kind;string;[Output Only] Type of the resource. Always compute#sslCertificate for SSL certificates.
compute.v1.sslCertificate;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.sslCertificate;privateKey;string;A write-only private key in PEM format. Only insert requests will include this field.
compute.v1.sslCertificate;selfLink;string;[Output only] Server-defined URL for the resource.
compute.v1.subnetwork;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.subnetwork;description;string;An optional description of this resource. Provide this property when you create the resource. This field can be set only at resource creation time.
compute.v1.subnetwork;gatewayAddress;string;[Output Only] The gateway address for default routes to reach destination addresses outside this subnetwork. This field can be set only at resource creation time.
compute.v1.subnetwork;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.subnetwork;ipCidrRange;string;The range of internal addresses that are owned by this subnetwork. Provide this property when you create the subnetwork. For example, 10.0.0.0/8 or 192.168.0.0/16. Ranges must be unique and non-overlapping within a network. Only IPv4 is supported. This field can be set only at resource creation time.
compute.v1.subnetwork;kind;string;[Output Only] Type of the resource. Always compute#subnetwork for Subnetwork resources.
compute.v1.subnetwork;name;string;The name of the resource, provided by the client when initially creating the resource. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.subnetwork;network;string;The URL of the network to which this subnetwork belongs, provided by the client when initially creating the subnetwork. Only networks that are in the distributed mode can have subnetworks. This field can be set only at resource creation time.
compute.v1.subnetwork;privateIpGoogleAccess;boolean;Whether the VMs in this subnet can access Google services without assigned external IP addresses. This field can be both set at resource creation time and updated using setPrivateIpGoogleAccess.
compute.v1.subnetwork;region;string;URL of the region where the Subnetwork resides. This field can be set only at resource creation time.
compute.v1.subnetwork;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.targetHttpProxy;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.targetHttpProxy;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.targetHttpProxy;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.targetHttpProxy;kind;string;[Output Only] Type of resource. Always compute#targetHttpProxy for target HTTP proxies.
compute.v1.targetHttpProxy;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.targetHttpProxy;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.targetHttpProxy;urlMap;string;A fully-qualified or valid partial URL to the UrlMap resource that defines the mapping from URL to the BackendService. For example, the following are all valid URLs for specifying a URL map: https://www.googleapis.com/compute/v1/projects/project/global/urlMaps/url-map projects/project/global/urlMaps/url-map global/urlMaps/url-map
compute.v1.targetHttpsProxy;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.targetHttpsProxy;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.targetHttpsProxy;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.targetHttpsProxy;kind;string;[Output Only] Type of resource. Always compute#targetHttpsProxy for target HTTPS proxies.
compute.v1.targetHttpsProxy;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.targetHttpsProxy;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.targetHttpsProxy;sslCertificates[];list;URLs to SslCertificate resources that are used to authenticate connections between users and the load balancer. Currently, exactly one SSL certificate must be specified.
compute.v1.targetHttpsProxy;urlMap;string;A fully-qualified or valid partial URL to the UrlMap resource that defines the mapping from URL to the BackendService. For example, the following are all valid URLs for specifying a URL map: https://www.googleapis.compute/v1/projects/project/global/urlMaps/url-map projects/project/global/urlMaps/url-map global/urlMaps/url-map
compute.v1.targetInstance;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.targetInstance;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.targetInstance;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.targetInstance;instance;string;A URL to the virtual machine instance that handles traffic for this target instance. When creating a target instance, you can provide the fully-qualified URL or a valid partial URL to the desired virtual machine. For example, the following are all valid URLs: https://www.googleapis.com/compute/v1/projects/project/zones/zone/instances/instance projects/project/zones/zone/instances/instance zones/zone/instances/instance
compute.v1.targetInstance;kind;string;[Output Only] The type of the resource. Always compute#targetInstance for target instances.
compute.v1.targetInstance;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.targetInstance;natPolicy;string;NAT option controlling how IPs are NAT'ed to the instance. Currently only NO_NAT (default value) is supported.
compute.v1.targetInstance;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.targetInstance;zone;string;[Output Only] URL of the zone where the target instance resides.
compute.v1.targetPool;backupPool;string;This field is applicable only when the containing target pool is serving a forwarding rule as the primary pool, and its failoverRatio field is properly set to a value between [0, 1]. backupPool and failoverRatio together define the fallback behavior of the primary target pool: if the ratio of the healthy instances in the primary pool is at or below failoverRatio, traffic arriving at the load-balanced IP will be directed to the backup pool. In case where failoverRatio and backupPool are not set, or all the instances in the backup pool are unhealthy, the traffic will be directed back to the primary pool in the "force" mode, where traffic will be spread to the healthy instances with the best effort, or to all instances when no instance is healthy.
compute.v1.targetPool;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.targetPool;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.targetPool;failoverRatio;float;This field is applicable only when the containing target pool is serving a forwarding rule as the primary pool (i.e., not as a backup pool to some other target pool). The value of the field must be in [0, 1]. If set, backupPool must also be set. They together define the fallback behavior of the primary target pool: if the ratio of the healthy instances in the primary pool is at or below this number, traffic arriving at the load-balanced IP will be directed to the backup pool. In case where failoverRatio is not set or all the instances in the backup pool are unhealthy, the traffic will be directed back to the primary pool in the "force" mode, where traffic will be spread to the healthy instances with the best effort, or to all instances when no instance is healthy.
compute.v1.targetPool;healthChecks[];list;The URL of the HttpHealthCheck resource. A member instance in this pool is considered healthy if and only if the health checks pass. An empty list means all member instances will be considered healthy at all times. Only HttpHealthChecks are supported. Only one health check may be specified.
compute.v1.targetPool;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.targetPool;instances[];list;A list of resource URLs to the virtual machine instances serving this pool. They must live in zones contained in the same region as this pool.
compute.v1.targetPool;kind;string;[Output Only] Type of the resource. Always compute#targetPool for target pools.
compute.v1.targetPool;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.targetPool;region;string;[Output Only] URL of the region where the target pool resides.
compute.v1.targetPool;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.targetPool;sessionAffinity;string;Sesssion affinity option, must be one of the following values: NONE: Connections from the same client IP may go to any instance in the pool. CLIENT_IP: Connections from the same client IP will go to the same instance in the pool while that instance remains healthy. CLIENT_IP_PROTO: Connections from the same client IP with the same IP protocol will go to the same instance in the pool while that instance remains healthy.
compute.v1.targetSslProxy;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.targetSslProxy;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.targetSslProxy;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.targetSslProxy;kind;string;[Output Only] Type of the resource. Always compute#targetSslProxy for target SSL proxies.
compute.v1.targetSslProxy;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.targetSslProxy;proxyHeader;string;Specifies the type of proxy header to append before sending data to the backend, either NONE or PROXY_V1. The default is NONE.
